Date,bolling_upper,sma,bolling_lower,bbw,ema,macd,k,rsi,williams_r,atr,adx,adj_close
2002-02-26,-0.920016927634363,-0.9141531880122089,-0.8953511085066901,-0.7825081210917313,-0.913031583582625,0.31790730602763007,0.18141217706160018,-0.055195908449357844,-0.1814121770616003,-0.6728126345171792,-0.9682842120296831,73.10030364990234
2002-02-27,-0.9195937367752857,-0.9137205892955851,-0.8948627795683172,-0.7834478230458102,-0.9127645426083515,0.31965857805607145,0.17852917029731863,-0.07386166314153786,-0.17852917029731874,-0.6801169821315506,-0.7973727628722638,73.38301086425781
2002-02-28,-0.9192175671227725,-0.9130476579586146,-0.8939349545854087,-0.7909521470870502,-0.912351830760608,0.3222219943338531,0.18443137005701238,-0.033313980668020715,-0.18443137005701227,-0.67345247448218,-0.5340431076160417,72.99512481689453
2002-03-01,-0.9197818216015423,-0.9123747266216443,-0.8919816388319172,-0.8246290456790226,-0.9122428658270078,0.3249693826926978,0.1763333066922146,-0.09092381625132429,-0.17633330669221448,-0.6766615456412517,-0.5340431076160417,74.78321838378906
2002-03-04,-0.9175248036864626,-0.9115575957124661,-0.8926164664518019,-0.7861988461401856,-0.9110018756783955,0.32940647740250606,0.31796047009832096,0.15022509577946397,-0.3179604700983212,-0.6711915705327935,-0.4328690018308068,76.03882598876953
2002-03-05,-0.9136690647482014,-0.9105962652310798,-0.8947162808868053,-0.7073670351285484,-0.9091212354298631,0.336007864781364,0.491671067358612,0.28550296738824055,-0.49167106735861177,-0.6657345111407484,-0.33369584246783024,75.86129760742188
2002-03-06,-0.910894813560916,-0.9096349347496936,-0.8956441058697139,-0.6587674828668517,-0.9076051812201038,0.34372183590143424,0.5059631719655662,0.25617342244545815,-0.5059631719655662,-0.6610589200021761,-0.30515890457388695,76.73564910888672
2002-03-07,-0.9074622654817323,-0.908625537744238,-0.8971579255786697,-0.5940488571702138,-0.9057306195615105,0.35271897130693564,0.5482269914564142,0.3462951813503192,-0.5482269914564142,-0.6465132956397782,-0.3034350549357079,76.54499053955078
2002-03-08,-0.9048290779141392,-0.9076161407387825,-0.8978904189862291,-0.5505046362100408,-0.9042282527472165,0.36210044688802157,0.5561990264793757,0.312218783653752,-0.5561990264793757,-0.6384402393900324,-0.3258005877947363,76.85397338867188
2002-03-11,-0.902101847933418,-0.9062222115407724,-0.8978904189862291,-0.5159286022966081,-0.9027280768189088,0.37167308044668856,0.577131747733151,0.3455479007176754,-0.577131747733151,-0.6411297216442284,-0.06751244443720994,77.03388214111328
2002-03-12,-0.9002209996708516,-0.9043476171020693,-0.8959859361265748,-0.5179583945015116,-0.9013125640104838,0.38116845856560344,0.5790266498248242,0.3653933871807771,-0.5790266498248243,-0.6467245377337145,0.45990322716188325,77.0602035522461
2002-03-13,-0.8983401514082852,-0.9028575548559206,-0.8948627795683172,-0.5094749127923073,-0.9000689085381047,0.39025570724837455,0.570997456143937,0.36845010477196216,-0.5709974561439368,-0.6728603994104577,0.544832366877847,76.2496109008789
2002-03-14,-0.8990454695067476,-0.9010790934653561,-0.8905654849106358,-0.5757668080765139,-0.8995108386225172,0.39796463742284516,0.5622946393472743,0.19889014095073798,-0.5622946393472742,-0.6961347747923414,0.4402561045157902,76.16393280029297
2002-03-15,-0.8997037663986458,-0.899685164267346,-0.8870006836605137,-0.6311375232756619,-0.8990821161820566,0.40432566012579985,0.468407006624564,0.18154471704765673,-0.4684070066245639,-0.7142134206943309,0.5200726866786693,76.92182159423828
2002-03-18,-0.8993275967461325,-0.898435434641544,-0.884852036331673,-0.6546073764443046,-0.8982245864533782,0.41015545566521006,0.41385919938351123,0.28797137973230824,-0.41385919938351123,-0.730913698532274,0.46146259231096876,76.90863800048828
2002-03-19,-0.8996567451920816,-0.8970895719676032,-0.8818732298075984,-0.6976012192971374,-0.897489847550661,0.4153315671479687,0.40618882648459853,0.28500902707815357,-0.4061888264845984,-0.7320286208893045,0.483322275402974,77.42927551269531
2002-03-20,-0.8999388724314666,-0.8956956427695931,-0.8786990917081746,-0.7421462856620298,-0.896519232828545,0.4202651140807565,0.3805211530845234,0.3571207480854235,-0.3805211530845234,-0.7551828647439552,0.4410022978811563,76.09146118164062
2002-03-21,-0.9034184417172145,-0.8946381792400683,-0.8729856431292118,-0.859124640927056,-0.8965358611085932,0.4235771942355264,0.3091683628303976,0.07162276464943029,-0.3091683628303974,-0.7631438848333675,-0.1856499732502741,75.96625518798828
2002-03-22,-0.9046880142944468,-0.8942536470475138,-0.8708369958003712,-0.9024345451512842,-0.8966305563478301,0.4254724049464822,-0.07028775223023587,0.04770354090140838,0.07028775223023587,-0.7751660992564526,-0.7583022961132178,75.80805969238281
2002-03-25,-0.9045469506747543,-0.8943497800956524,-0.8711299931633948,-0.8969333646312914,-0.896814063008727,0.4261122232093155,-0.21497092324177836,0.0163199903965332,0.21497092324177824,-0.7944192238494645,-0.8063918428204053,74.81950378417969
2002-03-26,-0.9034184417172145,-0.8946862457641376,-0.8730344760230491,-0.8584949394384256,-0.8976069797966544,0.42491229006634,-0.010175261459134832,-0.16535619146523584,0.010175261459134832,-0.7837316996080466,-0.3884106020866578,75.10950469970703
2002-03-27,-0.9031833356843937,-0.8952630440529693,-0.8744017970504931,-0.8381311559879122,-0.8981082211729478,0.42269092600170843,-0.0033044456041069203,-0.10861805758357312,0.0033044456041069203,-0.7911702735548913,-0.18567308852455922,75.630126953125
2002-03-28,-0.9032773780975221,-0.8955514431973851,-0.8749389588827033,-0.8324982987495354,-0.8982087991434845,0.4202527226181385,0.00903034177668438,-0.0100420218262266,-0.00903034177668427,-0.8012209895842434,-0.10654690597560901,75.45217895507812
2002-04-01,-0.9036535477500353,-0.8960321084380783,-0.8755737865025881,-0.8291959015640227,-0.8984100697884486,0.4175321547282169,-0.024366759042005914,-0.04523404182277879,0.024366759042005803,-0.8019438445699406,-0.29385831537264273,75.68944549560547
2002-04-02,-0.9043588658484977,-0.8965127736787715,-0.8757202851841001,-0.8362776675010735,-0.8984323652893894,0.4148706718387565,-0.01856274937320901,0.0018120728838624256,0.01856274937320901,-0.7991777161884399,-0.17706570695965473,75.0963134765625
2002-04-03,-0.9051112051535243,-0.8971857050157418,-0.8763062799101474,-0.8383838452450735,-0.8988320136875438,0.4117601693784545,-0.033071933709723944,-0.11984978249674827,0.03307193370972383,-0.811951820316836,-0.24143218091187013,74.52295684814453
2002-04-04,-0.9049231203272676,-0.8977625033045735,-0.8777224338314289,-0.8178485927361734,-0.8995460209700775,0.40789542556615865,0.17065482537853804,-0.22690593790618607,-0.17065482537853804,-0.7969972047280406,-0.043861205846415285,74.28570556640625
2002-04-05,-0.904735035501011,-0.8983873681174745,-0.8792362535403848,-0.7959894698092196,-0.900316956555458,0.40340449512666865,0.1660482586481229,-0.2693550685472327,-0.166048258648123,-0.7903915837836615,-0.043861205846415285,74.20662689208984
2002-04-08,-0.9055343960126017,-0.8993486985988608,-0.8802617443109678,-0.7929243283031968,-0.9010358072260124,0.39854669408326804,0.164512835161589,-0.2838972640685281,-0.164512835161589,-0.7893339263214003,0.21308289011355042,74.27254486083984
2002-04-09,-0.906803968589834,-0.9002619625561777,-0.880798906143178,-0.8022273399058095,-0.9016165434964734,0.39364920767386824,0.2924129642870592,-0.2662336387188773,-0.2924129642870592,-0.7859311761006673,0.48578047117772494,73.84418487548828
2002-04-10,-0.9094841773639911,-0.9014636256579105,-0.8805547416739916,-0.8399163273748074,-0.9023945194610952,0.38850169143847446,0.15261727043399054,-0.3505361319552466,-0.15261727043399032,-0.7801861646092,0.4175887121546831,74.7470474243164
2002-04-11,-0.9104716227018386,-0.9019442908986037,-0.880457075886317,-0.8539453054824999,-0.9024898355525094,0.38416786924046464,0.06196403582142862,-0.11603696348845649,-0.0619640358214284,-0.775051971917248,0.1333426527128041,72.97422790527344
2002-04-12,-0.9103775802887102,-0.9029536879040592,-0.882654556108995,-0.8242228688371285,-0.903709202743527,0.37895517466247575,0.16169097206831196,-0.4208033115259666,-0.16169097206831196,-0.7594204001797433,0.16853605663678817,73.43557739257812
2002-04-15,-0.9110828983871726,-0.9037708188132375,-0.8835823810919036,-0.8212754826097821,-0.9044701630551566,0.37375185613385153,0.1481774363456123,-0.31518641675009473,-0.1481774363456122,-0.7611221137205411,0.2043614351664922,72.92153930664062
2002-04-16,-0.9107067287346594,-0.904443750150208,-0.8852915323762086,-0.7940261289864734,-0.9054592713418396,0.3682973771468967,0.18237603430474247,-0.39205303640352396,-0.18237603430474258,-0.7666536540763558,0.024967928889473523,74.57565307617188
2002-04-17,-0.9110358771806084,-0.9046360162464852,-0.8852915323762086,-0.798279778911221,-0.9052558546156936,0.364369431722797,0.21431651591985346,-0.06383258659520541,-0.21431651591985357,-0.7664516585018633,-0.4468473579149773,74.489990234375
2002-04-18,-0.9121173649315841,-0.9050205484390397,-0.8849985350131848,-0.8161893666914359,-0.9051344884885721,0.36156795720878665,0.21266239002240295,-0.07838096905633452,-0.21266239002240306,-0.7678743943824227,-0.5530776615308496,74.13412475585938
2002-04-19,-0.9131518314759957,-0.9054531471556634,-0.8848032034378357,-0.8322321582429123,-0.9052574910843778,0.3593405725394807,0.1049103288274984,-0.13996009900033346,-0.10491032882749862,-0.7560060872385997,-0.1593920242712361,74.41092681884766
2002-04-22,-0.9147505524991771,-0.9058857458722872,-0.8840707100302764,-0.8627446290380345,-0.9051866034738132,0.35785844003748957,-0.025212931211829215,-0.0863368593986722,0.025212931211829215,-0.770160903467652,-0.29450563783541595,73.22471618652344
2002-04-23,-0.9155499130107679,-0.9065586772092576,-0.884510206074812,-0.8674708202688403,-0.9058857845613828,0.35590440183099714,-0.09010800970575639,-0.28241572016296335,0.09010800970575628,-0.7523321497174034,-0.0850437644710299,72.87539672851562
2002-04-24,-0.9156439554238962,-0.9070874089740201,-0.8855845297392324,-0.8546487574825152,-0.906715730664716,0.3534207533398206,-0.24684117619617274,-0.3335410976242448,0.24684117619617263,-0.7632112322100455,-0.19258359315850138,72.13066864013672
2002-04-25,-0.9151267221516904,-0.907856473359129,-0.8876355112803985,-0.8208456536958264,-0.9079125487153451,0.350039429831299,-0.04492181425080832,-0.43583899447401264,0.04492181425080832,-0.7513333089225034,-0.10922793384524487,72.22954559326172
2002-04-26,-0.9150326797385622,-0.9085294046960994,-0.8891004980955172,-0.8002339744792787,-0.9088863895598611,0.3463039340000933,0.09991448493352384,-0.4130573625472307,-0.09991448493352395,-0.7537797201434076,-0.017065770069277786,70.84558868408203
2002-04-29,-0.9139041707810223,-0.9096830012737629,-0.8926652993456392,-0.7379904320833197,-0.9106178000151375,0.3412782502173075,0.2896866098862023,-0.5831947819425818,-0.2896866098862022,-0.73324649954463,-0.05723866868845595,70.45679473876953
2002-04-30,-0.9129167254431749,-0.9108846643754958,-0.8960347690204121,-0.6797451551171492,-0.912367656569344,0.3352733132927548,0.3522408234646899,-0.6244360909435402,-0.3522408234646899,-0.7251360828512139,0.08687280508035644,71.14213562011719
2002-05-01,-0.9140922556072789,-0.9120863274772285,-0.8973532571540189,-0.6772910387726312,-0.9134447475049076,0.3295067303662276,0.3626674072713316,-0.46395561014456355,-0.36266740727133195,-0.7156018801341713,0.10124481865752544,71.93297576904297
2002-05-02,-0.9142333192269714,-0.912470859669783,-0.8979392518800664,-0.6711581541352919,-0.913871127105529,0.3248990298897845,0.37469902732326466,-0.29728767398006284,-0.37469902732326477,-0.7179370629402038,-0.19792784335837343,71.68257141113281
2002-05-03,-0.914703531292613,-0.9130476579586146,-0.8986717452876257,-0.667375975979356,-0.9144012193270357,0.32110732651449947,0.37088944570577165,-0.33278513831104817,-0.37088944570577165,-0.7134137280321988,-0.26577150290173013,70.93125915527344
2002-05-06,-0.914703531292613,-0.9137686558196544,-0.9000390663150698,-0.648675503332439,-0.9153423858857288,0.31742553289737496,0.3594591919242214,-0.434169431078967,-0.3594591919242215,-0.7161927405998549,-0.16399864537326925,69.56706237792969
2002-05-07,-0.9157379978370245,-0.9154509841620803,-0.902431878113097,-0.629453263640284,-0.9170328081175964,0.31282811748092376,0.43119157251088436,-0.5881514104327621,-0.43119157251088436,-0.6988365590860723,0.35963728759893154,69.2441177368164
2002-05-08,-0.9172896976536418,-0.9172775120767142,-0.9045316925481004,-0.620889525957856,-0.9187049179296248,0.3075912354205319,0.45792360452600156,-0.6203933872339205,-0.45792360452600134,-0.6908326125342696,0.5106747061941588,71.83407592773438
2002-05-09,-0.9195467155687215,-0.9180465764618232,-0.9037991991405411,-0.660915840832709,-0.9184933576159119,0.30453692358070206,0.48378660977920074,-0.14605876692252573,-0.48378660977920085,-0.683345663453546,-0.2437439689241222,70.97740173339844
2002-05-10,-0.9230733060610335,-0.919248239563556,-0.9025295439007716,-0.7254866949320692,-0.9188593183852745,0.30242293968291634,0.43030392864774925,-0.250300020652085,-0.43030392864774925,-0.6700485760279975,-0.2437439689241222,69.6725082397461
2002-05-13,-0.9247190482907791,-0.9204499026652888,-0.9032620373083309,-0.7375248074577088,-0.9200132027297032,0.29997221649146266,0.33129595920857513,-0.3899476330331928,-0.33129595920857524,-0.6575484030271357,-0.2630650997967028,71.11578369140625
2002-05-14,-0.9265058541402172,-0.9210747674781898,-0.9026272096884461,-0.770425578149595,-0.9200877847839832,0.2987890311479069,0.32909300816686593,-0.18006715755131997,-0.32909300816686604,-0.6419570870440354,-0.34671734289523093,72.61837005615234
2002-05-15,-0.925847557248319,-0.9208825013819126,-0.9029690399453072,-0.7568129683045521,-0.9191889404246935,0.2999683690735875,0.2591992304716175,0.0026634889889718405,-0.2591992304716175,-0.6518070323396732,-0.7935615004965872,72.15047454833984
2002-05-16,-0.9259415996614473,-0.9209305679059818,-0.9029690399453072,-0.7580856769800058,-0.9187099639790994,0.3024003833209381,0.3114004330165996,-0.05368925780470435,-0.3114004330165997,-0.6438089546021437,-0.9606932255939864,72.70403289794922
2002-05-17,-0.9244369210513942,-0.9203057030930808,-0.9032132044144936,-0.7343756741978749,-0.9179399006915892,0.3061915993090434,0.32139397599193,0.012082512352060482,-0.3213939759919301,-0.6730324361819922,-0.8361667234558534,73.1258544921875
2002-05-20,-0.922603093995392,-0.9193443726116945,-0.9032620373083309,-0.7091021473958257,-0.9170020338319744,0.311238257663615,0.36838611573450675,0.06167433471369099,-0.36838611573450697,-0.6814656373289023,-0.599401334698905,72.32839965820312
2002-05-21,-0.9219447971034938,-0.9189598404191401,-0.903115538626819,-0.7022889612061098,-0.9167005565378425,0.3163245409188984,0.35497677458102084,-0.044991166441186725,-0.35497677458102106,-0.6987695201554034,-0.7659757319154079,71.5507583618164
2002-05-22,-0.9221799031363145,-0.919104039991348,-0.9031643715206563,-0.7047606676147824,-0.9169379121134812,0.3206333275856832,0.34190060149396584,-0.1421626717353367,-0.34190060149396584,-0.7040327494453442,-0.9530784088465235,71.8670654296875
2002-05-23,-0.9220858607231862,-0.9190079069432094,-0.903115538626819,-0.7041983148985189,-0.9169407991848906,0.3246104692768026,0.3472193596249442,-0.09858160947997252,-0.3472193596249441,-0.7081512019854775,-0.8621119758954633,72.58540344238281
2002-05-24,-0.9212394790050313,-0.918479175178447,-0.9028225412637954,-0.6968833481816601,-0.916482691619578,0.3289246036279003,0.35929833772533537,-0.001901044534872054,-0.3592983377253356,-0.7030575664711263,-0.8007138293261246,71.66931915283203
2002-05-28,-0.921756712277237,-0.9177581773174073,-0.9008203926164664,-0.7313157413994316,-0.9166730727968112,0.3325502738291548,0.3438942217297507,-0.12439145944679597,-0.3438942217297506,-0.7219240213922083,-0.4870323446934681,71.16848754882812
2002-05-29,-0.9232613908872902,-0.917085245980437,-0.8979392518800664,-0.7908319531969747,-0.9171592109619482,0.33518325004551497,0.23843267446977023,-0.18743505607447541,-0.23843267446977034,-0.7192566744418125,-0.6152692989313222,70.64789581298828
2002-05-30,-0.9231673484741618,-0.9174697781729915,-0.898867076862975,-0.776954740422285,-0.9179143423589642,0.33663376944838275,0.22841687310249825,-0.25137856355727783,-0.22841687310249825,-0.7459712665397611,-0.8197389813607465,70.58855438232422
2002-05-31,-0.9230262848544694,-0.9176139777451994,-0.8992577400136732,-0.7697153810200886,-0.9186068402335057,0.33722857909851234,0.2272751877059327,-0.2587935150905968,-0.2272751877059328,-0.7433574221412118,-0.5916377695942295,70.56880950927734
2002-06-03,-0.9238726665726242,-0.9173255786007835,-0.8977927531985546,-0.8010420846027179,-0.9192196657829605,0.3372571636361248,0.20186894036387848,-0.2614287039757893,-0.20186894036387848,-0.7574539539595403,-0.8659670110285336,68.73008728027344
2002-06-04,-0.9216626698641087,-0.9181427095099618,-0.9016993847055377,-0.7179946543052795,-0.9209297990307894,0.3353132812939592,0.3615502236569972,-0.4781054476820329,-0.36155022365699696,-0.7359302137545777,-0.6548404655277185,68.98713684082031
2002-06-05,-0.9214745850378521,-0.919392439135764,-0.9044340267604258,-0.6777554591123254,-0.9222470902689186,0.3323933888300845,0.4260769854529247,-0.4298616291552494,-0.42607698545292483,-0.7263107793271499,-0.17277692078339046,69.56706237792969
2002-06-06,-0.9218507546903654,-0.9202576365690115,-0.9058990135755445,-0.6624993250213154,-0.9230168852496942,0.3295047374409217,0.43407988863423186,-0.3225301721448388,-0.43407988863423186,-0.7306691392299931,-0.17973702739538044,68.15673828125
2002-06-07,-0.9220858607231862,-0.9218438318632989,-0.9087801543119445,-0.6253515646984594,-0.9245883630140033,0.32555676115784915,0.43633992597870397,-0.4786234016318258,-0.43633992597870375,-0.7092828485177963,-0.06805272434841891,68.02495574951172
2002-06-10,-0.9236375605398035,-0.9235742267297941,-0.910733470065436,-0.6186998623472246,-0.9260348114531579,0.3209979828421401,0.49126534913692477,-0.4920236837548758,-0.4912653491369249,-0.688982745034614,0.20139226212615546,68.36764526367188
2002-06-11,-0.9250481967367283,-0.9249200894037347,-0.912051958199043,-0.6190763355997266,-0.9270686621644965,0.316587344358362,0.4906734727695916,-0.4246404018413903,-0.4906734727695916,-0.6801528902263142,0.06528668703797291,67.14183044433594
2002-06-12,-0.9251422391498566,-0.9264582181739528,-0.9149819318292802,-0.5786073127297781,-0.9287506779620797,0.311440158561721,0.4694562132377438,-0.5535057500767467,-0.46945621323774367,-0.6655939536323918,0.046633813003754465,67.60975646972656
2002-06-13,-0.9266469177599097,-0.9279002138960321,-0.9163980857505616,-0.578698059928405,-0.9299083834191744,0.3065049121090553,0.5329380704264215,-0.4614131776638405,-0.5329380704264215,-0.6445930732086627,0.08566625602041178,66.85845947265625
2002-06-14,-0.9295152113603236,-0.9298709413828739,-0.9174235765211446,-0.6029732529275018,-0.9313934716645333,0.30133592249492347,0.5184338917130265,-0.5391276897883872,-0.5184338917130262,-0.6472984408727346,0.325937582121113,66.87167358398438
2002-06-17,-0.9317722292754032,-0.9315052032012305,-0.9184002343978904,-0.6198277826788388,-0.932672075046687,0.2963303340020291,0.5887934943003486,-0.5363673139410973,-0.5887934943003486,-0.6128436638844559,0.4320296822939802,68.68601989746094
2002-06-18,-0.9341703108101754,-0.9323704006344782,-0.9176677409903311,-0.6635055878287317,-0.9326168104287802,0.29336784910820635,0.5909348257957361,-0.20067564126243498,-0.5909348257957361,-0.5957479613738126,0.006090340892664248,68.74557495117188
2002-06-19,-0.9360511590727418,-0.9330433319714485,-0.9170329133704463,-0.6987679060415735,-0.9325307267843239,0.2920827769198078,0.5915595971088867,-0.19096250824694894,-0.591559597108887,-0.5924207502789267,-0.07662037311572312,67.46894836425781
2002-06-20,-0.9384022194009498,-0.9341007955009734,-0.9167887489012598,-0.7351992758891048,-0.9332747141158166,0.29097029711866385,0.5781669524983939,-0.35181571667371603,-0.5781669524983939,-0.5815506881423096,-0.0942040502554552,66.73470306396484
2002-06-21,-0.9411764705882353,-0.9353985916508448,-0.9165934173259107,-0.7771543459339969,-0.9343903128346837,0.2894880733335763,0.5361336107801911,-0.43270944063747196,-0.5361336107801913,-0.5697309834701589,0.19760337226084657,65.63668823242188
2002-06-24,-0.9406122161094654,-0.9364560551803697,-0.9193280593807989,-0.7296891039662932,-0.9360612295321977,0.2869595138598846,0.4200022479361267,-0.54106340166204,-0.4200022479361266,-0.5877086757129771,0.12226246241501482,66.05341339111328
2002-06-25,-0.9412705130013637,-0.9374654521858252,-0.9206465475144057,-0.7198287659657894,-0.937242146574674,0.2843225463650223,0.5043178148638174,-0.4633961729185012,-0.5043178148638172,-0.5559641848245147,0.13511076831310476,64.49898529052734
2002-06-26,-0.9418817886866977,-0.9392439135763897,-0.9235765211446431,-0.6856266527117323,-0.939262331892022,0.28046161861095187,0.4719877403271324,-0.6057596625644589,-0.4719877403271323,-0.5120262814098098,0.186038001084897,64.60481262207031
2002-06-27,-0.941693703860441,-0.9404455766781226,-0.9262623303056939,-0.6433743865308515,-0.9409453010084696,0.27615547909601945,0.5521023530127558,-0.5856402912291327,-0.5521023530127558,-0.4947091294184316,0.20146666998322726,65.5639419555664
2002-06-28,-0.9424460431654677,-0.9413107741113702,-0.9272389881824397,-0.6395649820377389,-0.941788865345975,0.27271886602059725,0.5630938737429534,-0.4088675059177992,-0.5630938737429534,-0.4857777775184463,-0.04284907536561633,65.49779510498047
2002-07-01,-0.9438096581558283,-0.9422721045927565,-0.9278249829084871,-0.6502928917114902,-0.9425623688451519,0.2701002622300004,0.5623358378305259,-0.41599746918865343,-0.5623358378305261,-0.4835600168952431,-0.12390358050835693,64.22779083251953
2002-07-02,-0.9435745521230074,-0.9432815015982119,-0.9300224631311651,-0.6140651855822072,-0.9440470853683711,0.2671616916435027,0.5414913743033642,-0.5446681486983044,-0.541491374303364,-0.48199045336410196,-0.08873927009345284,62.86515808105469
2002-07-03,-0.9431043400573659,-0.9449157634165686,-0.9338802617443109,-0.5492518801848347,-0.9462075813580335,0.26306458181226167,0.5475311896110477,-0.6592399928507646,-0.547531189611048,-0.4724806233640204,-0.05163167730531726,63.26865005493164
2002-07-05,-0.9430573188508017,-0.9461174265183013,-0.93641957222385,-0.5099667950589408,-0.9478212857810837,0.2588681398770387,0.5960261587965479,-0.5827849629982145,-0.5960261587965479,-0.45943371029099855,0.004617304818153034,65.5837631225586
2002-07-08,-0.9437626369492641,-0.9465980917589945,-0.9365660709053618,-0.5176861289937627,-0.9477353425031708,0.25700925578192946,0.6193167093162517,-0.21413952683246573,-0.6193167093162517,-0.4694424251857584,-0.5823223334247056,64.84296417236328
2002-07-09,-0.9471011426153195,-0.9478958879088658,-0.9357847446039652,-0.5774816591808793,-0.9481358703311794,0.2563253355172077,0.6118641077065372,-0.2913501410771353,-0.6118641077065373,-0.4789731250779683,-0.2961069232197041,63.1297607421875
2002-07-10,-0.951050923966709,-0.9498185488716384,-0.9356382459224534,-0.6370030316043134,-0.9495815275816011,0.25511393026606655,0.5858477764997678,-0.448017429439417,-0.5858477764997678,-0.4406561232005749,-0.1142151786254213,60.98663330078125
2002-07-11,-0.9514741148257865,-0.9520296089788267,-0.9396913761109483,-0.5809183317533572,-0.9522086377397974,0.251857329212801,0.5894670032571008,-0.6034854564904377,-0.589467003257101,-0.4024326964742525,-0.05246090176441687,61.54887771606445
2002-07-12,-0.9526966661964545,-0.9538561368934606,-0.9420353550151381,-0.5623511799764216,-0.9541249465328965,0.24802560450983235,0.617707511420521,-0.5227711469497527,-0.6177075114205209,-0.37689912259608016,-0.04488230677538518,60.91390609741211
2002-07-15,-0.9527907086095829,-0.9554423321877479,-0.9452094931145619,-0.5140587223272458,-0.9561929013305284,0.24357571229298425,0.6113918743584354,-0.5680259481288363,-0.6113918743584357,-0.37354510428779975,-0.21330636588512608,60.98002624511719
2002-07-16,-0.9542483660130718,-0.957172727054243,-0.947260474655728,-0.5031116142804601,-0.9579427315374465,0.2391353500532789,0.681231268297553,-0.5577830403891058,-0.681231268297553,-0.3451789739091148,-0.13282593780728036,59.79600524902344
2002-07-17,-0.9537311327408661,-0.9588069888725996,-0.9510694403750366,-0.4347336856161622,-0.9602184640374556,0.2340204902562537,0.6630950192220963,-0.6428726563553877,-0.6630950192220961,-0.36279659206938353,-0.08620993495646256,60.0473518371582
2002-07-18,-0.9542483660130718,-0.960393184166887,-0.9537064166422502,-0.39979294579375657,-0.9620295981302412,0.2290826389234477,0.6652338201443704,-0.6011953207906786,-0.6652338201443706,-0.3419008177708611,-0.3617253113590515,58.12252426147461
2002-07-19,-0.9550477265246626,-0.9629407099425605,-0.9581013770876062,-0.33995815949623487,-0.9648334775589573,0.2229568760860854,0.6528743396573997,-0.7290133791661606,-0.6528743396573997,-0.3225201998279841,-0.1296799429842186,56.09182357788086
2002-07-22,-0.9550477265246626,-0.9661611670552044,-0.964644984861803,-0.23134193410541826,-0.968565623789931,0.2146771741631055,0.7089467274730179,-0.8353785246780812,-0.708946727473018,-0.284509740021301,0.15175718849739117,54.30586242675781
2002-07-23,-0.9534490055014812,-0.9695738902641255,-0.9732395741771657,-0.06168367926487062,-0.972945337057551,0.20390222680032255,0.7433030492191279,-0.9115208198661737,-0.7433030492191279,-0.23507613827615292,0.1530060446400774,52.8176155090332
2002-07-24,-0.9511449663798373,-0.973034679997116,-0.9826154897939252,0.13613235042913097,-0.9776953760156201,0.1907792536504398,0.7590407314784191,-0.9659350113876869,-0.7590407314784191,-0.20468094467701003,0.12507496702521204,56.005821228027344
