Date,bolling_upper,sma,bolling_lower,bbw,ema,macd,k,rsi,williams_r,atr,adx,adj_close,return
2002-11-01,-0.9827432171909531,-0.97904299550578,-0.9620080085945893,-0.7029913501566716,-0.9810564814791948,0.3915466705937616,0.5960653849901396,0.05318500235423018,-0.5960653849901396,-0.4514708882328393,-0.29904596175097287,60.033836364746094,-0.006407647507226595
2002-11-04,-0.9845770442469554,-0.9776971328318392,-0.9574177165738842,-0.8090100849880268,-0.9800978798512548,0.3975607485556143,0.3998289169748095,0.1608792656877922,-0.39982891697480927,-0.4328316295747302,-0.28001911632405163,60.55208206176758,0.01887637320890728
2002-11-05,-0.9832604504631589,-0.9771684010670768,-0.9577595468307452,-0.7819557934529714,-0.9789347844366605,0.40362145796380977,0.5190527472957174,0.20891905606541705,-0.5190527472957174,-0.43441756149041144,-0.4022496909652059,61.043697357177734,0.0036091180425237056
2002-11-06,-0.9825081111581323,-0.9759667379653441,-0.9560992284402774,-0.7970246991505066,-0.9776115369083084,0.40987272128449703,0.44466322377209777,0.2541986732845978,-0.44466322377209755,-0.4534756011028269,-0.2256149417269404,61.681541442871094,0.010743825427255098
2002-11-07,-0.9801100296233601,-0.9749573409598885,-0.9564410586971384,-0.7526781260430582,-0.9760557266684114,0.4165259925779179,0.46480625225598415,0.31184283535282864,-0.46480625225598426,-0.4330742676015028,-0.3313925302608295,60.21323013305664,0.00930950973588248
2002-11-08,-0.9799219447971035,-0.9745247422432647,-0.9557573981834163,-0.7608551522051361,-0.9756488622272017,0.4218179586861155,0.4297668682200475,0.10833377520516962,-0.4297668682200474,-0.4386529779369792,-0.26512147480743575,59.55547332763672,-0.021981703328345925
2002-11-11,-0.9800159872102319,-0.9746208752914033,-0.9559527297587654,-0.7592129072946135,-0.9757180104442892,0.42531999611124305,0.41815078608759904,0.025856480943785343,-0.4181507860875988,-0.4581962113167175,-0.5878294746609725,58.64529037475586,-0.011547005930018511
2002-11-12,-0.979780881177411,-0.9749092744358192,-0.9567828889539994,-0.7418293568051086,-0.9763615626031351,0.42657963058596127,0.4020768209851493,-0.08226960192952182,-0.4020768209851493,-0.4562831743705049,-0.9386564195989698,59.01069259643555,-0.015116367416804246
2002-11-13,-0.9799219447971035,-0.9752457401043043,-0.9573200507862096,-0.7352676297252271,-0.9766850061240485,0.4265139438268686,0.40852987807773333,-0.0385323566896556,-0.4085298780777332,-0.4785931757893962,-0.7347870368673459,58.88446044921875,0.004922356437466293
2002-11-14,-0.9800159872102319,-0.975197673580235,-0.9570758863170231,-0.7407682109067277,-0.977046265891345,0.4253579716160749,0.40630059975215294,-0.05449699946149744,-0.40630059975215294,-0.4909270717743103,-0.9618506463608563,60.31952667236328,-0.002935624086653382
2002-11-15,-0.9797338599708468,-0.9750054074839578,-0.9570270534231858,-0.7370649487033447,-0.9764391705316486,0.4247098510391394,0.4316440807715658,0.11560816576817046,-0.4316440807715659,-0.5098805184812936,-0.7364012680008782,60.76466369628906,0.021709720142113486
2002-11-18,-0.9789815206658203,-0.9746208752914033,-0.9569293876355113,-0.7265638421796171,-0.9756275923202765,0.42475184454861226,0.43950526622416564,0.16370866510431226,-0.4395052662241655,-0.5269330730941517,-0.8032726479882962,60.16669464111328,0.007365815531626032
2002-11-19,-0.9789344994592561,-0.9741402100507102,-0.9560015626526027,-0.7410270714396499,-0.9753076517522165,0.4246492102958803,0.3677582997115312,0.07731168364397667,-0.36775829971153107,-0.5409354433740161,-0.3816500144789178,60.02721405029297,-0.005135718981476382
2002-11-20,-0.978887478252692,-0.9738998774303637,-0.9556597323957418,-0.7459143591018325,-0.9751198070873002,0.4242504275799064,0.36503504264267184,0.057020497715903895,-0.36503504264267184,-0.550286580877811,-0.6214860717742867,60.76466369628906,-0.0025150320299116287
2002-11-21,-0.9785583298067428,-0.9732750126174626,-0.954683074518996,-0.7565715427927868,-0.9744841440018412,0.42424796222775263,0.37943321051373946,0.14768827323945355,-0.37943321051373935,-0.5492623988172485,-0.5051582566825098,62.55852127075195,0.012480103799703093
2002-11-22,-0.9756430149997649,-0.972409815184215,-0.9559527297587654,-0.6894803518027335,-0.972782986147631,0.42604023312163997,0.5014898766022697,0.33483386381132685,-0.5014898766022695,-0.5764754174687896,-0.2744841449038362,62.17317581176758,0.02390376607549391
2002-11-25,-0.9740913151831476,-0.9718810834194526,-0.9564410586971384,-0.656976148625954,-0.9715557389432331,0.4285580679684724,0.5020221389521602,0.2727277133256012,-0.5020221389521602,-0.5960866414201242,-0.4654536048611426,62.372501373291016,-0.0047568501039474305
2002-11-26,-0.9726806789862228,-0.9714004181787594,-0.9569782205293486,-0.626061807579637,-0.9703643139970156,0.4315657719677817,0.5051681138843793,0.2932376961176284,-0.5051681138843792,-0.5880800839283087,-0.5725098212449262,60.97726058959961,0.006664017157343761
2002-11-27,-0.9732449334649927,-0.971640750799106,-0.956880554741674,-0.6365051789655358,-0.9702263961666926,0.43345549611265444,0.48314689143626577,0.074158824043975,-0.48314689143626566,-0.6031025327631733,-0.867547583391405,62.65153884887695,-0.02657578237635217
